name,default_name,is_team
True Assassin,True Assassin,f
True Berserker,True Berserker,f
True Rider,True Rider,f
True Caster,True Caster,f
Fake Rider,Fake Rider,f
Fake Assassin,Fake Assassin,f
Fake Caster,Fake Caster,f
True Archer,True Archer,f
Illya,Illya,f
Illya(sviel)( von)? Einzbern,Illyasviel von Einzbern,f
Chloe von Einzbern,Chloe von Einzbern,f
Bazett,Bazett,f
Anderson Robotics,Anderson Robotics,f
SCP ?(-| )? ?3008,SCP-3008,f
Jogo,Jogo,f
Toge Inumaki,Toge Inumaki,f
Toge,Toge,f
Toji Fushiguro,Toji Fushiguro,f
Toji,Toji,f
SCP ?(-| )? ?6772,SCP-6772,f
Class Cards,Class Cards,f
Class Card,Class Card,f
Fei Long,Fei Long,f
Karin Kanzuki,Karin Kanzuki,f
Ken Masters,Ken Masters,f
Etherow,Etherow,f
Lucretia Popescu,Lucretia Popescu,f
Ouken,Ouken,f
King Bosse,King Bosse,f
Caenis,Caenis,f
Rakan,Rakan,f
Zazie,Zazie,f
Choso,Choso,f
SCP ?(-| )? ?4494,SCP-4494,f
Edward Collins,Edward Collins,f
Snake,Snake,f
Naked Snake,Naked Snake,f
Eclipso,Eclipso,f
Rufus,Rufus,f
Simon the Digger,Simon the Digger,f
Dorshe,Dorshe,f
Bojji,Bojji,f
Miyu Edelfelt,Miyu Edelfelt,f
U-Olga,U-Olga,f
Captain Nemo,Captain Nemo,f
Ashiya D(ō|o)u?man,Ashiya Dōman,f
Dioscuri,Dioscuri,f
Ivan the Terrible,Ivan the Terrible,f
Scathach(-| )Skadi,Scathach-Skadi,f
Qin Shi Huang,Qin Shi Huang,f
Princess Bean,Princess Bean,f
Bean,Bean,f
Tiabeanie,Tiabeanie,f
Rainbow Mika,Rainbow Mika,f
Alternate World Ash,Alternate World Ash,f
Alternate World Team Rocket,Alternate World Team Rocket,f
Thunder McQueen,Thunder McQueen,f
Thundarr the Barbarian,Thundarr the Barbarian,f
Man(-| )?Ray,Man Ray,f
Molly Hernandez,Molly Hernandez,f
Big Chungus's Team,Big Chungus's Team,t
Communist Gangster Computer God,Communist Gangster Computer God,f
Goblins,Goblins,f
SCP ?(-| )? ?682 ?(-| )? ?J,SCP-682-J,f
Ugandan Knuckles,Ugandan Knuckles,f
Two Toed Ping,Two Toed Ping,f
Mars Lowell,Mars Lowell,f
Olragon,Olragon,f
Olrasaurus,Olrasaurus,f
Ralph Hinkley,Ralph Hinkley,f
Average( Baseline)? Human,Average Human,f
Average( (DC|Marvel)) Human,Average Marvel/DC Human,f
Regular Human,Regular Human,f
Comic Book Human,Comic Book Human,f
DC Human,DC Human,f
Kirei Kotomine|Kotomine Kirei,Kirei Kotomine,f
Brogy,Brogy,f
Dorry,Dorry,f
Mr\\.? 5,Mr. 5,f
Miss Valentine,Miss Valentine,f
Galacta Knight,Galacta Knight,f
Luther Strode,Luther Strode,f
The Elder,The Elder,f
Peggy Hill,Peggy Hill,f
Bobby Hill,Bobby Hill,f
Bobby,Bobby,f
P,P,f
Pinocchio,Pinocchio,f
Larry Daley,Larry Daley,f
Mysterium Armor,Mysterium Armor,f
Sentinel Buster,Sentinel Buster,f
Desire of The Endless,Desire of The Endless,f
Desire,Desire,f
Dale Gribble,Dale Gribble,f
Dale,Dale,f
Bill Dauterive,Bill Dauterive,f
Luanna Platter,Luanna Platter,f
K(ah|ha)ns?,Kahn,f
Nora Fries,Nora Fries,f
Microwave(-| )Man,Microwave Man,f
Rudo,Rudo,f
Sou?ichirou? Kuzuki|Kuzuki Sou?ichirou?,Souichirou Kuzuki,f
Amazons,Amazons,f
Francine Frye,Francine Frye,f
Gax,Gax,f
Farfetch'd,Farfetch'd,f
Sirfetch'd,Sirfetch'd,f
Pants,Pants,f
Ninjara,Ninjara,f
Leman Russ,Leman Russ,f
Charlotte Smoothie,Charlotte Smoothie,f
Sixsix,Sixsix,f
Fate ?verse,Nasuverse,f
TYPE(-| )?MOON ?verse,Nasuverse,f
Nasu(-| )?verse,Nasuverse,f
Heatran,Heatran,f
Emperor Joker,Emperor Joker,f
Thor('|’)?s Battle Armor,Thor's Battle Armor,f
Future Vilgax,Future Vilgax,f
Grookey,Grookey,f
Drasna,Drasna,f
Niklaus,Niklaus,f
Elijah,Elijah,f
Rebekah,Rebekah,f
Mikael,Mikael,f
Marcel,Marcel,f
Inteleon,Inteleon,f
Karl Kyle,Karl Kyle,f
Lorraine,Lorraine,f
Commander Sheph?ard,Commander Shepard,f
Cenobites?,Cenobite,f
Sawyer Family,Sawyer Family,f
The Sawyers,Sawyer Family,f
Mr\\. 4,Mr. 4,f
Miss Merry Christmas,Miss Merry Christmas,f
Lassoo,Lassoo,f
Ozma,Ozma,f
Captain N,Captain N,f
Exosuit,Exosuit,f
Xantcha,Xantcha,f
Germa 66,Germa 66,t
Judge,Judge,f
Niji,Niji,f
Ookla The Mok,Ookla The Mok,f
Doc Green,Doc Green,f
Professor Hulk,Professor Hulk,f
Kuroko,Kuroko,f
Wonder Of U,Wonder Of U,f
Hobbs,Hobbs,f
Scary Monsters,Scary Monsters,f
Heptadd,Heptadd,f
Necromorph,Necromorph,f
Barbra Streisand,Barbra Streisand,f
Crimson Hawk Ranger,Crimson Hawk Ranger,f
Mario (&|and) Sonic at the Olympic Games,Mario & Sonic at the Olympic Games,f
Julie Yamamoto,Julie Yamamoto,f
Julie (&|and|with) Ship,Julie Yamamoto,f
Poltergasm,Poltergasm,f
Mahito,Mahito,f
Super Dinosaur,Super Dinosaur,f
Hex,Hex,f
Superior,Superior,f
Mr\\.? Worth,Mr. Worth,f
The Chosen,The Chosen,t
Chosen,Chosen,t
The Assassin,The Assassin,f
The Hunter,The Hunter,f
The Warlock,The Warlock,f
Ryu Ishigori|Ishigori Ryu,Ryu Ishigori,f
Princess Daisy,Princess Daisy,f
Nerd Hulk,Nerd Hulk,f
Dynasty,Dynasty,f
Tangtong,Tangtong,f
Rojo,Rojo,f
Avicebron,Avicebron,f
Myaxx,Myaxx,f
Bugsnax,Bugsnax,f
Numan Athletes,Numan Athletes,f
Major Force,Major Force,f
(Captain|Archibald) Haddock,Captain Haddock,f
Hanami,Hanami,f
Elizabello IIs?,Elizabello II,f
Secret Society of Second(-| )Born Royals,Secret Society of Second-Born Royals,f
Vaisravana,Vaisravana,f
Kurono,Kurono,f
Yor,Yor,f
Omnidrone,Omnidrone,f
Questing Beast,Questing Beast,f
Nanotyrannus,Nanotyrannus,f
Gar Saxon,Gar Saxon,f
Gameboy,Gameboy,f
Mayday,Mayday,f
Zuke,Zuke,f
Epithet Erased,Epithet Erased,f
Tanjiro,Tanjiro,f
Raihan,Raihan,f
Elrik Vonreg,Elrik Vonreg,f
Machete Cortez,Machete Cortez,f
Henry Meke,Henry Meke,f
GoldenEye,GoldenEye,f
Anne Bonne?y,Anne Bonny,f
Mary Read,Mary Read,f
Caligula,Caligula,f
Euryale,Euryale,f
Stheno,Stheno,f
Charlotte Corday,Charlotte Corday,f
Machete,Machete,f
Oscar,Oscar,f
Baby 5,Baby 5,f
Cuddles,Cuddles,f
Roland Istaz,Roland Istaz,f
Alexia,Alexia,f
SCP ?(-| )? ?4450,SCP-4450,f
Captain Dynamo,Captain Dynamo,f
K(ō|o)u?shak(u|o) Ch(ō|o)u?no|Ch(ō|o)u?no K(ō|o)u?shak(u|o),Koushaku Chouno,f
Papillon,Papillon,f
Captain Bravo,Captain Bravo,f
Kazuki Mut(ō|o)|Mut(ō|o) Kazuki,Kazuki Muto,f
Kazuki,Kazuki,f
Edward Wu,Edward Wu,f
Terraria,Terraria,f
Izou Motobe,Izou Motobe,f
Voyager,Voyager,f
Beowulf's Dragon,Beowulf's Dragon,f
Swarms,Swarms,f
Evo,Evo,f
Hawk(-| )Owl,Hawk-Owl,f
The Mods,The Mods,f
Kamen Rider Century,Kamen Rider Century,f
Billy Hatcher,Billy Hatcher,f
Princess Lana,Princess Lana,f
Blacula,Blacula,f
Gorilla(-| )Man,Gorilla-Man,f
Dola,Dola,f
Y(ou?r|uri) Briar,Yor Briar,f
Milo,Milo,f
Kid Icarus,Kid Icarus,f
Jonathan Chase,Jonathan Chase,f
Rend,Rend,f
Inquisitorius,Inquisitorius,t
Marina,Marina,f
Elle Bishop,Elle Bishop,f
Shiromi,Shiromi,f
Omniman,Omniman,f
Kill?grave,Kilgrave,f
Don Zenkai(-| )?Oh,Don Zenkai-Oh,f
Shagnasty,Shagnasty,f
Marcy Wu,Marcy Wu,f
Marcy,Marcy,f
Sasha,Sasha,f
Anne,Anne,f
Sycorax,Sycorax,f
Sun God,Sun God,f
Jorgen von Strangle,Jorgen von Strangle,f
The Tempest,The Tempest,f
Yuudai Moroboshi,Yuudai Moroboshi,f
Night Feeder,Night Feeder,f
Colossi,Colossi,t
Wander,Wander,f
Tiaane,Tiaane,f
The Middleman,The Middleman,f
Cassandra Nova,Cassandra Nova,f
Zombie Morbius,Zombie Morbius,f
Bat Devil,Bat Devil,f
Warp Darkmatter,Warp Darkmatter,f
Stella Vermillion,Stella Vermillion,f
Javi,Javi,f
Cadre,Cadre,f
Most Interesting Man in the World|World'?s Most Interesting Man,Most Interesting Man in the World,f
Red Court of Vampires,Red Court of Vampires,t
Red Court,Red Court,t
Ouma Kurogane,Ouma Kurogane,f
M\\.O\\.R\\.B\\.I\\.U\\.S,M.O.R.B.I.U.S,f
Alien Jones,Alien Jones,f
Hunk,Hunk,f
Z(-| )Fighters,Z-Fighters,t
Rui,Rui,f
Yuga Khan,Yuga Khan,f
Subject B-0,Subject B-0,f
Adam Strange,Adam Strange,f
Kuraudo Kurashiki,Kuraudo Kurashiki,f
Ran Sabiura,Ran Sabiura,f
Rinko Asagi,Rinko Asagi,f
SCP ?(-| )? ?896,SCP-896,f
Spencer,Spencer,f
Ghazghkull,Ghazghkull,f
Himeno,Himeno,f
Cleopatra,Cleopatra,f
Himiko,Himiko,f
Rengoku,Rengoku,f
Calvin (and|&) Hobbes,Calvin and Hobbes,t
Jiji,Jiji,f
Aira Shiratori,Aira Shiratori,f
Momo Ayase,Momo Ayase,f
Okarun,Okarun,f
Blue Marsalis,Blue Marsalis,f
Snatchers,Snatchers,f
Dagon,Dagon,f
Ellen Ripley,Ellen Ripley,f
Dominic Ash,Dominic Ash,f
Angela Ash,Angela Ash,f
Quasimodo,Quasimodo,f
Thunderbird,Thunderbird,f
Vampire Bat(-| )?woman,Vampire Batwoman,f
Sasaki Kojir(ō|o)u?|Kojir(ō|o)u? Sasaki,Sasaki Kojirō,f
Kh?amala Khan,Kamala Khan,f
USAgent,USAgent,f
Oggar,Oggar,f
Komodo,Komodo,f
Martine Bancroft,Martine Bancroft,f
The Farm,The Farm,f
Fatality,Fatality,f
Esmeralda,Esmeralda,f
Heron,Heron,f
Major Man,Major Man,f
Phoebus,Phoebus,f
Chen Zhen,Chen Zhen,f
Team RWBY|RWBY Team,Team RWBY,t
Erynis,Erynis,f
Barnell Bohusk,Barnell Bohusk,f
Caveman from Krypton,Caveman from Krypton,f
The Ring,The Ring,f
Mung,Mung,f
Bedman,Bedman,f
Dirty Bubble,Dirty Bubble,f
Yakon,Yakon,f
Curator,Curator,f
Mr\\.? ?Ponds,Mr. Ponds,f
Knights of Ren,Knights of Ren,f
Lostbelt Olympians,Lostbelt Olympians,t
Blue Beetle,Blue Beetle,f
Bradley Thomas,Bradley Thomas,f
Arie Inieta,Arie Inieta,f
Kishibe,Kishibe,f
Public Safety Devil Hunters?,Public Safety Devil Hunters,t
Navi,Navi,f
Na'vi,Na'vi,f
The Hound,The Hound,f
Dream,Dream,f
Gomdulla,Gomdulla,f
John Wicks?,John Wick,f
Rorgg,Rorgg,f
Pieck Finger,Pieck Finger,f
Allosaurus,Allosaurus,f
Spamton,Spamton,f
Bio(-| )Broly,Bio-Broly,f
Godbert,Godbert,f
Art of Witchcraft,Art of Witchcraft,f
Heisuke Mashimo,Heisuke Mashimo,f
Car,Car,f
Inez Temple,Inez Temple,f
Anya Forger,Anya Forger,f
Bond Forger,Bond Forger,f
Bond,Bond,f
Loid Forger,Loid Forger,f
Loid,Loid,f
Pikkon,Pikkon,f
Giganotosaurus,Giganotosaurus,f
Isaiah Mustafa,Isaiah Mustafa,f
Badeline,Badeline,f
Madeline,Madeline,f
Rianna Saren,Rianna Saren,f
Zeeo,Zeeo,f
A Man Named Frank,A Man Named Frank,f
Rachel Summers,Rachel Summers,f
Gazef Stronoff,Gazef Stronoff,f
Darkstalker,Darkstalker,f
Inuarashi,Inuarashi,t
Nekomamushi,Nekomamushi,f
Adam Jensen,Adam Jensen,f
Demencia,Demencia,f
Ultimate Tigra,Ultimate Tigra,f
The Bad Guys,The Bad Guys,t
Mr\\.? Wolf,Mr. Wolf,f
Mr\\.? Snake,Mr. Snake,f
Mr\\.? Shark,Mr. Shark,f
Ashura Doji,Ashura Doji,f
Kawamatsu,Kawamatsu,f
Denjiro,Denjiro,f
Kiku,Kiku,f
Love Sausage,Love Sausage,f
Malcolm Turner,Malcolm Turner,f
Big Momma,Big Momma,f
Rat King,Rat King,f
Edward Kenway,Edward Kenway,f
Lunatik,Lunatik,f
Tyrannosaurus rex Bull,Tyrannosaurus rex Bull,f
Taiyo Asano,Taiyo Asano,f
Shere?( |-)Khan,Shere Khan,f
Europa,Europa,f
Sun(-| )Hee,Sun-Hee,f
Dorothy Wayneright,Dorothy Wayneright,f
Capt(ai|ia)n America 2099,Captain America 2099,f
Roberta Mendez,Roberta Mendez,f
Ryu Han(-| )?bin,Ryu Han-bin,f
Soldier Boy,Soldier Boy,f
Ben 10 Franklin,Ben 10 Franklin,f
H\\.M\\.E\\.R,H.M.E.R,f
General Washingtoad,General Washingtoad,f
Goldlewis Dickinson,Goldlewis Dickinson,f
Nikaido,Nikaido,f
John Grimm,John Grimm,f
"John `"Reaper`" Grimm","John `"Reaper`" Grimm",f
Neon White,Neon White,f
Herbie Popnecker,Herbie Popnecker,f
Kyouichirou Sabu,Kyouichirou Sabu,f
Cha Hyun(-| )S(oo|u),Cha Hyun-Su,f
Valerie Gr(a|e)y,Valerie Gray,f
Valerie,Valerie,f
SCP ?(-| )? ?6969 ?(-| )? ?J,SCP-6969-J,f
Yuichiro Hanma,Yuichiro Hanma,f
Kiyosumi Katou?,Kiyosumi Kato,f
Ned Leeds,Ned Leeds,f
Bai Lang,Bai Lang,f
Komamura,Komamura,f
Atsushi Suedou?,Atsushi Suedou,f
Old Ulysses,Old Ulysses,f
S\\.T\\.A\\.A\\.N,S.T.A.A.N,f
Professor Paradox,Professor Paradox,f
Zhu Bajie,Zhu Bajie,f
Starfish Hitler,Starfish Hitler,f
Great Rabbit,Great Rabbit,f
Marc Spector,Marc Spector,f
Mighty Thor,Mighty Thor,f
Doc Oc,Doc Oc,f
Ao Xue,Ao Xue,f
Black Serpent,Black Serpent,f
Kushala,Kushala,f
America Chavez,America Chavez,f
Strength of a River in His Shoulders,Strength of a River in His Shoulders,f
Carlos Ramirez,Carlos Ramirez,f
Ebenez(a|e)r McCoy,Ebenezar McCoy,f
Ivy,Ivy,f
Sha Wujing,Sha Wujing,f
Satella,Satella,f
Izou,Izou,f
Izo,Izo,f
Skye Ryland,Skye Ryland,f
SCP ?(-| )? ?2241,SCP-2241,f
Eleven,Eleven,f
Patrick Bateman,Patrick Bateman,f
Twitch,Twitch,f
Carnag,Carnag,f
Liam,Liam,f
The Alphas,The Alphas,f
Lara Raith,Lara Raith,f
Mouse,Mouse,f
Leaf,Leaf,f
Sheik,Sheik,f
Vashyron,Vashyron,f
Fohhder,Fohhder,f
Sani Kuh,Sani Kuh,f
Apollo Don,Apollo Don,f
Lawliet Kuh,Lawliet Kuh,f
Jackuss,Jackuss,f
Witches of Sin,Witches of Sin,t
Gorr the Golden Gorilla,Gorr the Golden Gorilla,f
Vaccine Man,Vaccine Man,f
Light Turner,Light Turner,f
L,L,f
Bec Noir,Bec Noir,f
Chaos 0,Chaos 0,f
Kim'Dael,Kim'Dael,f
Finn the Superhuman,Finn the Superhuman,f
Roxie,Roxie,f
Sidekick,Sidekick,f
Kin'emon,Kin'emon,f
Kinemon,Kinemon,f
Leanansidhe,Leanansidhe,f
Biggy,Biggy,f
Aizawa,Aizawa,f
Darcy,Darcy,f
One Punch Finn,One Punch Finn,f
William Adams,William Adams,f
M(iste)?r\\.? Justice,Mr. Justice,f
Michael Malloy,Michael Malloy,f
Fuuko Izumo,Fuuko Izumo,f
DekaRed,DekaRed,f
DekaBlue,DekaBlue,f
DekaGreen,DekaGreen,f
Dekaranger Robo,Dekaranger Robo,f
Tena Sorimura,Tena Sorimura,f
SCP ?(-| )? ?4128,SCP-4128,f
SCP ?(-| )? ?6599,SCP-6599,f
Knights of the Cross,Knights of the Cross,f
D(octo)?r\\.? Cockroach,Doctor Cockroach,f
Giovanni Potage,Giovanni Potage,f
Creature from the Black Lagoon,Creature from the Black Lagoon,f
DekaYellow,DekaYellow,f
DekaPink,DekaPink,f
DekaBreak,DekaBreak,f
DekaMaster,DekaMaster,f
Guan Yu,Guan Yu,f
RX(-| )78(-| )01,RX-78-01,f
Innistrad'?s? Werewolves,Innistrad's Werewolves,f
Blackened Denarius,Blackened Denarius,f
Nicodemus Archleone,Nicodemus Archleone,f
Polonius Lartessa,Polonius Lartessa,f
Deirdre,Deirdre,f
Urisel,Urisel,f
Ghost Pilot,Ghost Pilot,f
Spectral Flash,Spectral Flash,f
Black Maria,Black Maria,f
Future Kevin Levin,Future Kevin Levin,f
Mr?s\\.? Marvel,Ms. Marvel,f
Asa Mitaka,Asa Mitaka,f
Rama(-| )Tut,Rama-Tut,f
Malenia,Malenia,f
Who'?s-Who,Who's-Who,f
Deirdre Beaubeirdra,Deirdre Beaubeirdra,f
Jobu Tupaki,Jobu Tupaki,f
Waymond Wang,Waymond Wang,f
Evelyn Wang,Evelyn Wang,f
Bert Wesker,Bert Wesker,f
Marcus Holloway,Marcus Holloway,f
Fenghuang,Fenghuang,f
Mummy Lobster,Mummy Lobster,f
Dee(-| )Dee,Dee-Dee,f
Sigrun Gard,Sigrun Gard,f
John Marcone,John Marcone,f
Fujino Asagami,Fujino Asagami,f
Hondo Ohnaka,Hondo Ohnaka,f
(Nxyl)?Gsptlsnz,Gsptlsnz,f
Mnemnoid,Mnemnoid,f
Irene,Irene,f
Jinyu,Jinyu,f
Captain Grime,Captain Grime,f
Talbot Grimes,Talbot Grimes,f
The Blight,The Blight,f
Deathslinger,Deathslinger,f
Anti(-| )?Life Equation,Anti-Life Equation,f
Lady Spellbinder,Lady Spellbinder,f
Wild Dog,Wild Dog,f
Lauper,Lauper,f
Female Assassin,Female Assassin,f
Deadly Mantis,Deadly Mantis,f
Demonreach,Demonreach,f
Elisha,Elisha,f
Yangchen,Yangchen,f
Collector,Collector,f
The Doctor,The Doctor,f
Zim,Zim,f
Ghost Shark,Ghost Shark,f
Yuichi Sakak?i,Yuichi Sakaki,f
Debby the Corsifa,Debby the Corsifa,f
Little John,Little John,f
Matthias Tannhauser,Matthias Tannhauser,f
Hundun,Hundun,f
Toot(-| )Toot,Toot-Toot,f
Gabriel Gray,Gabriel Gray,f
Callista,Callista,f
Rogue Knight,Rogue Knight,f
Morgassa,Morgassa,f
Honor Pemberton,Honor Pemberton,f
Trillian,Trillian,f
Dreadknight,Dreadknight,f
Ramarro,Ramarro,f
Cole Randolph,Cole Randolph,f
Cadet Dredd,Cadet Dredd,f
Temari,Temari,f
Detective,Detective,f
Dovin Baan,Dovin Baan,f
Kamen Rider(-| )Ichigo,Kamen Rider Ichigo,f
Kamen Rider Nigo,Kamen Rider Nigo,f
Kamen Rider V3,Kamen Rider V3,f
Sheep,Sheep,f
Darren Shan,Darren Shan,f
Larten Crepsley,Larten Crepsley,f
Vord,Vord,f
Beatrice Flowerchild,Beatrice Flowerchild,f
Karrin Murphy,Karrin Murphy,f
Trapstr,Trapstr,f
Reva,Reva,f
Josuke,Josuke,f
Groun?don,Groudon,f
Mab,Mab,f
Thomas Raith,Thomas Raith,f
Subject One,Subject One,f
Sensui Seven,Sensui Seven,t
Hirudegarn,Hirudegarn,f
Cracker,Cracker,f
Molly,Molly,f
Ghost of Harry Dresden,Ghost of Harry Dresden,f
Harry Dresden'?s Ghost,Ghost of Harry Dresden,f
Voolvif Monn,Voolvif Monn,f
Kar Vastor,Kar Vastor,f
Molly McGee,Molly McGee,f
Planet Master,Planet Master,f
Duplicate Vegeta,Duplicate Vegeta,f
Copy(-| )Vegeta,Copy-Vegeta,f
Fordo,Fordo,f
Golden Turd,Golden Turd,f
Kayako Saeki,Kayako Saeki,f
Percival King,Percival King,f
Scratch,Scratch,f
Perturabo,Perturabo,f
Sphelonious Donk,Sphelonious Donk,f
Predators,Predators,f
Luban,Luban,f
Crazy Jane,Crazy Jane,f
Davriel Cane,Davriel Cane,f
Tlano,Tlano,f
Roron Corobb,Roron Corobb,f
Foul Moudama,Foul Moudama,f
Illuminati,Illuminati,t
Stegosaurus,Stegosaurus,f
Feral Predator,Feral Predator,f
Kefka,Kefka,f
Neru,Neru,f
Ari Leewings,Ari Leewings,f
Munchy,Munchy,f
Brad Garlinghouse,Brad Garlinghouse,f
Ben Saint,Ben Saint,f
Jacked Pumpk,Jacked Pumpk,f
Digibro,Digibro,f
Tom,Tom,f
Genthru,Genthru,f
Big Al,Big Al,f
Grail,Grail,f
Bat(-| )Monolith,Bat Monolith,f
Warrior Lady,Warrior Lady,f
The Scientist,The Scientist,f
Meowscles,Meowscles,f
Bio-Ship,Bio-Ship,f
Malcolm Merlyn,Malcolm Merlyn,f
George Dyke,George Dyke,f
The Grapplers,The Grapplers,t
Pulsemon,Pulsemon,f
Taylor( Anne)? Hebert,Taylor Hebert,f
RizeGreymon,RizeGreymon,f
BlackWarGreymon,BlackWarGreymon,f
Lupin( the)? (3|III|Thi)(rd)?,Lupin III,f
The writer,The writer,f
Lashawn Baez,Lashawn Baez,f
Megalo,Megalo,f
Usagi Yojimbo,Usagi Yojimbo,f
Super(-| )Batman,Super-Batman,f
ToyAgumon,ToyAgumon,f
Bizarro(-| )Girl,Bizarro-Girl,f
Bizarro-Girl,Bizarro-Girl,f
Solomon Grundy,Solomon Grundy,f
Katana Man,Katana Man,f
"Gorr,? the God Butcher",Gorr the God Butcher,f
Mr\.? 9,Mr. 9,f
Touka Toudou,Touka Toudou,f
Blaine,Blaine,f
Giant( Ancient)? Alakazam,Giant Ancient Alakazam,f
Hermit Worms?,Hermit Worm,f
Everett Donnelly,Everett Donnelly,f
Baron Mordo,Baron Mordo,f
Jane Foster,Jane Foster,f
Rex( |-)Splode,Rex Splode,f
Sprig Plantar,Sprig Plantar,f
Maggie Lacivi,Maggie Lacivi,f
Ichibe Hyosube,Ichibe Hyosube,f
Kojika Hanamaki,Kojika Hanamaki,f
Polpo,Polpo,f
Frigisaurus,Frigisaurus,f
Frigi,Frigi,f
Biscuit Krueger,Biscuit Krueger,f
Cloak(-| )Bot,Cloak-Bot,f
Aphrodite IX,Aphrodite IX,f
Toshi Yoshida,Toshi Yoshida,f
C\\.I\\.A,C.I.A,f
The CIA,The CIA,f
Principal( Brian)? Lewis,Principal Lewis,f
Desaad,Desaad,f
Dai Ibuki,Dai Ibuki,f
(Eigh|8)th Doctor,The Eighth Doctor,f
Penitent One,Penitent One,f
Fugitive Predator,Fugitive Predator,f
Celtic,Celtic,f
Grid,Grid,f
Common Knights?,Common Knight,f
Fodder Knights?,Fodder Knight,f
Justice Friends,Justice Friends,f
Yuji,Yuji,f
The Culture,The Culture,f
She(-| )Bat,She-Bat,f
Grimes,Grimes,f
Cosmic Iron Man,Cosmic Iron Man,f
Scorching Jailer,Scorching Jailer,f
SCP ?(-| )? ?UBU,SCP-UBU,f
Mark,Mark,f
Nolan,Nolan,f
Mandark,Mandark,f
Killbots?,Killbots,f
Bad Batch,Bad Batch,f
Carousel,Carousel,f
The Cube,The Cube,f
Alluri Sitarama Raju,Alluri Sitarama Raju,f
Raju,Raju,f
Protagonists,Protagonists,f
Hayley Smith,Hayley Smith,f
Sonic(\.| )EXE,Sonic.EXE,f
Amhuluk,Amhuluk,f
Camazotz,Camazotz,f
Scylla,Scylla,f
Misora Haebaru,Misora Haebaru,f
Steve Smith,Steve Smith,f
Avery Bullock,Avery Bullock,f
Director Bullock,Director Bullock,f
Bheem,Bheem,f
Beem,Beem,f
Princess Snake,Princess Snake,f
Francine Smith,Francine Smith,f
Francine,Francine,f
Gorgonopsid,Gorgonopsid,f
Ulla,Ulla,f
Ulysses,Ulysses,f
Fin,Fin,f
Radien,Radien,f
Mer Creatures?,Mer Creatures,f
Smilodon,Smilodon,f
Fengxi,Fengxi,f
Knull,Knull,f
William de Mornay,William de Mornay,f
Megopterans?,Megopteran,f
Kite,Kite,f
Stan Smith,Stan Smith,f
Stan,Stan,f
SCP ?(-| )? ?073,SCP-073,f
Adam Smasher,Adam Smasher,f
Madoka,Madoka,f
Columbian Mammoth,Columbian Mammoth,f
Camouflage Beast,Camouflage Beast,f
Future Predators?,Future Predators,f
Tree Creepers?,Tree Creepers,f
Nathan Graves,Nathan Graves,f
Funta,Funta,f
Kyo Sohma,Kyo Sohma,f
SCP ?(-| )? ?7987,SCP-7987,f
SCP ?(-| )? ?5175,SCP-5175,f
Darkyloseid,Darkyloseid,f
Jurassic League,Jurassic League,t
Douglas Bullet,Douglas Bullet,f
Robot Rudy,Robot Rudy,f
Moleculo,Moleculo,f
Gold Saints,Gold Saints,t
Terror Birds,Terror Birds,f
Page One,Page One,f
Ulti,Ulti,f
Wuxian,Wuxian,f
Gate Guardian,Gate Guardian,f
Luo Xiaohei,Luo Xiaohei,f
Harley MacFinn,Harley MacFinn,f
Android 14,Android 14,f
Android 15,Android 15,f
Amleth,Amleth,f
Hello Kitty,Hello Kitty,f
Esdeaths?,Esdeath,f
Utrom Shredder,Utrom Shredder,f
Ch('|’)rell,Ch'rell,f
Tengu Shredder,Tengu Shredder,f
Oroku Saki,Oroku Saki,f
Cyber Shredder,Cyber Shredder,f
Leslie Vernon,Leslie Vernon,f
Babylon Rogues,Babylon Rogues,t
D(octo)?r\\.? Starline,Doctor Starline,f
Kitsunami,Kitsunami,f
Surge,Surge,f
Power ?puff Girls Z,Powerpuff Girls Z,t
Ring of Brass,Ring of Brass,t
Nydas Okiro,Nydas Okiro,f
Patia Por'co,Patia Por'co,f
Zerxus Ilerez,Zerxus Ilerez,f
Loquatius Seelie,Loquatius Seelie,f
Laerryn Coramar(-| )Seelie,Laerryn Coramar-Seelie,f
Cerrit Agrupnin,Cerrit Agrupnin,f
Quad(-| )Hulkbuster,Quad-Hulkbuster,f
Doyle Dormammu,Doyle Dormammu,f
M(iste)?r\\.? Misery,Mister Misery,f
Jimmy Tong,Jimmy Tong,f
Billy Butcher,Billy Butcher,f
Dreadhorde,Dreadhorde,f
SCP ?(-| )? ?666 ?(-| )? ?J,SCP-666-J,f
Jake Sc?ully,Jake Sully,f
Chainsaw(-| )?Man,Chainsaw Man,f
(Doctor|Dr\\.?|Stephen) ?Strange,Doctor Strange,f
Maniac Harry,Maniac Harry,f
Hughie Campbell,Hughie Campbell,f
Jericho Cross,Jericho Cross,f
Monarch,Monarch,f
Pure Blood,Pure Blood,f
Terraria Player,Terrarian,f
Lord Morbius,Lord Morbius,f
Creature Commandos,Creature Commandos,t
Dark Carnage,Dark Carnage,f
Silence Priests?,Silence Priests,f
Consul,Consul,f
Tiffany Valentine,Tiffany Valentine,f
Cindy Campbell,Cindy Campbell,f
Brenda Meeks,Brenda Meeks,f
Crimson(-| )Masked Saiyan,Crimson-Masked Saiyan,f
Nowhere King,Nowhere King,f
Ninomae Ina('nis)?|Ina('nis)? Ninomae,Ninomae Inanis,f
Gawr Gura,Gawr Gura,f
DJ Lyka,DJ Lyka,f
